"[u'causes', u'methods', u'ipta', u'formulate', u'safety', u'especially', u'lot', u'true', u'buntar', u'disabled']","[u'fallen', u'borrowed', u'secure', u'activities', u'badly', u'armed_forces', u'challenges', u'ops_cantas', u'charges', u'confiscated']","[u'clearly', u'studies', u'drugs', u'single', u'saved', u'delivered', u'medium', u'rm', u'services', u'actually']","[u'leaving', u'to', u'reports', u'granting', u'explain', u'holders', u'businesses', u'obstacles', u'sold', u'actions']","[u'reached', u'benefit', u'effectively', u'disasters', u'transferred', u'deemed', u'products', u'preparedness', u'belaga', u'successful']","[u'figure', u'period', u'settled', u'johor', u'facing', u'establishment', u'what', u'secondary', u'bankrupt', u'rendered']","[u'if', u'imposed', u'india', u'involvement', u'laws', u'involving', u'express', u'implementation_gst', u'peninsula', u'granting']","[u'sold', u'police_officers', u'please', u'island', u'bonds', u'industrial', u'religious', u'look', u'retailers', u'study']","[u'cancer', u'bangladeshi_workers', u'decision', u'shown', u'participated', u'possibility', u'areas', u'growing', u'ec', u'monitored']","[u'strengthen', u'proton', u'enter', u'competitiveness', u'school', u'curbing', u'issue', u'pilot', u'overall', u'ban']"
"[u'medicines', u'the', u'intends', u'ensure', u'especially', u'whether', u'given', u'regarding', u'implemented', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'given', u'plan', u'measures', u'implemented']","[u'medicines', u'the', u'intends', u'ensure', u'given', u'whether', u'especially', u'plan', u'regarding', u'measures']","[u'medicines', u'the', u'intends', u'ensure', u'especially', u'whether', u'increase', u'regarding', u'measures', u'given']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'especially', u'whether', u'given', u'including', u'plan']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'plan', u'given', u'whether', u'implemented', u'measures']","[u'medicines', u'intends', u'ensure', u'the', u'given', u'especially', u'whether', u'plan', u'including', u'implemented']","[u'medicines', u'the', u'intends', u'ensure', u'given', u'especially', u'whether', u'plan', u'implemented', u'regarding']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'implemented', u'given', u'plan', u'regarding']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'whether', u'especially', u'given', u'plan', u'measures']"
"[u'medicines', u'the', u'intends', u'whether', u'ensure', u'especially', u'regarding', u'implemented', u'given', u'increase']","[u'medicines', u'the', u'whether', u'intends', u'ensure', u'especially', u'implemented', u'cost', u'regarding', u'given']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'given', u'implemented', u'especially', u'regarding', u'cost']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'especially', u'increase', u'regarding', u'implemented', u'cost']","[u'medicines', u'the', u'whether', u'regarding', u'intends', u'ensure', u'cost', u'especially', u'implemented', u'given']","[u'medicines', u'the', u'intends', u'ensure', u'implemented', u'whether', u'especially', u'cost', u'plan', u'given']","[u'medicines', u'intends', u'the', u'ensure', u'given', u'whether', u'especially', u'cost', u'implemented', u'plan']","[u'medicines', u'the', u'intends', u'whether', u'ensure', u'given', u'especially', u'implemented', u'cost', u'regarding']","[u'medicines', u'the', u'whether', u'intends', u'ensure', u'implemented', u'cost', u'especially', u'regarding', u'given']","[u'medicines', u'the', u'whether', u'regarding', u'ensure', u'intends', u'cost', u'implemented', u'especially', u'given']"
"[u'medicines', u'ensure', u'the', u'regarding', u'whether', u'especially', u'intends', u'given', u'measures', u'increase']","[u'medicines', u'ensure', u'the', u'especially', u'whether', u'intends', u'regarding', u'given', u'measures', u'plan']","[u'medicines', u'ensure', u'the', u'intends', u'given', u'whether', u'especially', u'regarding', u'measures', u'plan']","[u'medicines', u'the', u'ensure', u'regarding', u'especially', u'intends', u'whether', u'measures', u'involved', u'increase']","[u'medicines', u'ensure', u'the', u'regarding', u'whether', u'given', u'especially', u'intends', u'measures', u'involved']","[u'medicines', u'ensure', u'the', u'intends', u'especially', u'given', u'whether', u'measures', u'plan', u'involved']","[u'medicines', u'ensure', u'the', u'intends', u'given', u'especially', u'whether', u'plan', u'improve', u'involved']","[u'medicines', u'ensure', u'the', u'intends', u'given', u'whether', u'especially', u'regarding', u'measures', u'plan']","[u'medicines', u'ensure', u'the', u'whether', u'regarding', u'intends', u'especially', u'given', u'plan', u'measures']","[u'medicines', u'ensure', u'the', u'regarding', u'whether', u'given', u'especially', u'measures', u'intends', u'plan']"
"[u'medicines', u'the', u'intends', u'ensure', u'whether', u'regarding', u'especially', u'given', u'implemented', u'increase']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'especially', u'implemented', u'given', u'plan']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'given', u'regarding', u'especially', u'implemented', u'plan']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'regarding', u'increase', u'especially', u'implemented', u'given']","[u'medicines', u'the', u'whether', u'regarding', u'ensure', u'intends', u'given', u'especially', u'implemented', u'cost']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'given', u'implemented', u'especially', u'plan', u'regarding']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'given', u'especially', u'implemented', u'plan', u'regarding']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'given', u'regarding', u'especially', u'implemented', u'increase']","[u'medicines', u'the', u'whether', u'ensure', u'intends', u'regarding', u'implemented', u'given', u'especially', u'cost']","[u'medicines', u'the', u'regarding', u'whether', u'ensure', u'intends', u'given', u'especially', u'implemented', u'cost']"
"[u'medicines', u'ensure', u'intends', u'the', u'especially', u'whether', u'regarding', u'measures', u'given', u'implemented']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'especially', u'measures', u'plan', u'regarding', u'implemented']","[u'medicines', u'intends', u'the', u'ensure', u'whether', u'especially', u'plan', u'regarding', u'measures', u'given']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'regarding', u'involved', u'measures', u'whether', u'increase']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'whether', u'especially', u'measures', u'involved', u'given']","[u'medicines', u'ensure', u'intends', u'the', u'measures', u'especially', u'plan', u'whether', u'given', u'implemented']","[u'medicines', u'intends', u'ensure', u'the', u'given', u'especially', u'whether', u'plan', u'involved', u'measures']","[u'medicines', u'intends', u'ensure', u'the', u'whether', u'especially', u'given', u'measures', u'plan', u'regarding']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'regarding', u'especially', u'plan', u'measures', u'implemented']","[u'medicines', u'ensure', u'the', u'regarding', u'intends', u'whether', u'measures', u'especially', u'involved', u'plan']"
"[u'medicines', u'ensure', u'the', u'whether', u'especially', u'intends', u'implemented', u'regarding', u'given', u'measures']","[u'medicines', u'ensure', u'the', u'whether', u'especially', u'intends', u'implemented', u'cost', u'given', u'regarding']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'especially', u'implemented', u'regarding', u'cost']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'implemented', u'whether', u'involved', u'regarding', u'cost']","[u'medicines', u'ensure', u'the', u'whether', u'regarding', u'intends', u'especially', u'implemented', u'given', u'cost']","[u'medicines', u'ensure', u'the', u'intends', u'implemented', u'especially', u'whether', u'given', u'cost', u'plan']","[u'medicines', u'ensure', u'intends', u'the', u'given', u'whether', u'especially', u'implemented', u'cost', u'plan']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'especially', u'implemented', u'regarding', u'including']","[u'medicines', u'ensure', u'the', u'whether', u'implemented', u'intends', u'especially', u'regarding', u'given', u'cost']","[u'medicines', u'ensure', u'the', u'regarding', u'whether', u'intends', u'cost', u'especially', u'implemented', u'given']"
"[u'medicines', u'the', u'ensure', u'whether', u'especially', u'intends', u'regarding', u'given', u'measures', u'implemented']","[u'medicines', u'the', u'ensure', u'whether', u'especially', u'intends', u'given', u'regarding', u'plan', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'given', u'especially', u'regarding', u'plan', u'measures']","[u'medicines', u'the', u'ensure', u'especially', u'whether', u'intends', u'regarding', u'given', u'increase', u'measures']","[u'medicines', u'the', u'ensure', u'whether', u'regarding', u'intends', u'especially', u'given', u'plans', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'given', u'plan', u'measures', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'given', u'whether', u'especially', u'plan', u'improve', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'given', u'especially', u'measures', u'regarding', u'implemented']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'given', u'regarding', u'especially', u'implemented', u'plans']","[u'medicines', u'the', u'ensure', u'regarding', u'whether', u'given', u'intends', u'especially', u'plans', u'measures']"
"[u'medicines', u'the', u'intends', u'ensure', u'whether', u'regarding', u'implemented', u'especially', u'increase', u'measures']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'especially', u'regarding', u'implemented', u'plan', u'increase']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'especially', u'regarding', u'implemented', u'given', u'plan']","[u'medicines', u'the', u'intends', u'ensure', u'regarding', u'whether', u'especially', u'implemented', u'increase', u'measures']","[u'medicines', u'the', u'intends', u'regarding', u'ensure', u'whether', u'implemented', u'especially', u'including', u'particularly']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'implemented', u'especially', u'plan', u'measures', u'regarding']","[u'medicines', u'intends', u'the', u'ensure', u'whether', u'especially', u'given', u'implemented', u'including', u'plan']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'especially', u'implemented', u'regarding', u'increase', u'including']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'implemented', u'regarding', u'especially', u'plan', u'including']","[u'medicines', u'the', u'regarding', u'intends', u'ensure', u'whether', u'implemented', u'especially', u'measures', u'plan']"
"[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'regarding', u'especially', u'implemented', u'increase']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'especially', u'regarding', u'implemented', u'plan']","[u'medicines', u'the', u'ensure', u'intends', u'given', u'whether', u'especially', u'regarding', u'implemented', u'plan']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'regarding', u'given', u'implemented', u'increase']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'given', u'especially', u'implemented', u'cost']","[u'medicines', u'ensure', u'the', u'intends', u'given', u'whether', u'implemented', u'especially', u'plan', u'cost']","[u'medicines', u'ensure', u'intends', u'the', u'given', u'whether', u'especially', u'implemented', u'including', u'plan']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'especially', u'implemented', u'regarding', u'including']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'given', u'implemented', u'regarding', u'especially', u'plan']","[u'medicines', u'the', u'ensure', u'regarding', u'whether', u'intends', u'given', u'especially', u'implemented', u'cost']"
"[u'medicines', u'ensure', u'the', u'especially', u'intends', u'whether', u'regarding', u'measures', u'given', u'increase']","[u'medicines', u'the', u'ensure', u'especially', u'intends', u'whether', u'regarding', u'measures', u'given', u'involved']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'given', u'regarding', u'measures', u'involved']","[u'medicines', u'the', u'ensure', u'especially', u'intends', u'regarding', u'whether', u'measures', u'involved', u'increase']","[u'medicines', u'the', u'ensure', u'regarding', u'intends', u'whether', u'especially', u'given', u'measures', u'involved']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'given', u'measures', u'involved', u'regarding']","[u'medicines', u'intends', u'ensure', u'the', u'especially', u'given', u'whether', u'involved', u'regarding', u'improve']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'given', u'regarding', u'measures', u'improve']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'especially', u'regarding', u'given', u'measures', u'implemented']","[u'medicines', u'the', u'regarding', u'ensure', u'especially', u'whether', u'intends', u'given', u'measures', u'involved']"
"[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'implemented', u'given', u'especially', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'given', u'implemented', u'especially', u'plan']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'given', u'regarding', u'implemented', u'plan', u'especially']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'whether', u'implemented', u'especially', u'involved', u'given']","[u'medicines', u'the', u'regarding', u'ensure', u'whether', u'intends', u'implemented', u'given', u'plans', u'especially']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'implemented', u'given', u'plan', u'regarding', u'especially']","[u'medicines', u'intends', u'the', u'ensure', u'whether', u'given', u'plan', u'especially', u'implemented', u'regarding']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'given', u'regarding', u'implemented', u'especially', u'improve']","[u'medicines', u'the', u'whether', u'ensure', u'intends', u'regarding', u'implemented', u'given', u'plan', u'plans']","[u'medicines', u'the', u'regarding', u'whether', u'ensure', u'intends', u'given', u'implemented', u'plans', u'plan']"
"[u'medicines', u'ensure', u'the', u'intends', u'especially', u'whether', u'increase', u'implemented', u'given', u'regarding']","[u'medicines', u'ensure', u'the', u'intends', u'especially', u'whether', u'given', u'increase', u'implemented', u'cost']","[u'medicines', u'ensure', u'the', u'intends', u'given', u'whether', u'especially', u'implemented', u'increase', u'regarding']","[u'medicines', u'ensure', u'the', u'intends', u'especially', u'increase', u'implemented', u'whether', u'regarding', u'given']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'especially', u'regarding', u'given', u'implemented', u'increase']","[u'medicines', u'ensure', u'the', u'intends', u'especially', u'given', u'whether', u'implemented', u'cost', u'plan']","[u'medicines', u'ensure', u'intends', u'given', u'the', u'especially', u'whether', u'increase', u'implemented', u'cost']","[u'medicines', u'ensure', u'intends', u'the', u'especially', u'given', u'whether', u'implemented', u'increase', u'regarding']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'implemented', u'given', u'especially', u'regarding', u'cost']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'especially', u'regarding', u'given', u'implemented', u'cost']"
"[u'medicines', u'the', u'whether', u'ensure', u'regarding', u'intends', u'especially', u'plan', u'given', u'implemented']","[u'medicines', u'the', u'whether', u'ensure', u'intends', u'regarding', u'plan', u'especially', u'given', u'involved']","[u'medicines', u'the', u'whether', u'intends', u'ensure', u'regarding', u'given', u'plan', u'especially', u'implemented']","[u'medicines', u'the', u'regarding', u'whether', u'ensure', u'intends', u'especially', u'involved', u'implemented', u'plan']","[u'medicines', u'the', u'regarding', u'whether', u'ensure', u'intends', u'given', u'plan', u'plans', u'especially']","[u'medicines', u'the', u'whether', u'ensure', u'plan', u'intends', u'especially', u'given', u'regarding', u'implemented']","[u'medicines', u'intends', u'whether', u'the', u'given', u'ensure', u'plan', u'especially', u'regarding', u'including']","[u'medicines', u'whether', u'the', u'intends', u'ensure', u'regarding', u'given', u'especially', u'plan', u'implemented']","[u'medicines', u'whether', u'the', u'regarding', u'ensure', u'intends', u'plan', u'given', u'implemented', u'plans']","[u'medicines', u'regarding', u'whether', u'the', u'ensure', u'intends', u'plan', u'plans', u'given', u'especially']"
"[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'regarding', u'implemented', u'measures', u'increase']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'regarding', u'plan', u'implemented', u'given']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'regarding', u'given', u'plan', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'regarding', u'whether', u'following', u'implemented', u'increase']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'whether', u'especially', u'implemented', u'given', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'plan', u'whether', u'implemented', u'given', u'measures']","[u'medicines', u'the', u'intends', u'ensure', u'especially', u'whether', u'given', u'plan', u'implemented', u'regarding']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'regarding', u'implemented', u'given', u'plan']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'implemented', u'especially', u'plan', u'given']","[u'medicines', u'the', u'ensure', u'regarding', u'intends', u'whether', u'especially', u'implemented', u'plan', u'measures']"
"[u'medicines', u'ensure', u'the', u'whether', u'intends', u'especially', u'regarding', u'given', u'implemented', u'measures']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'especially', u'given', u'regarding', u'implemented', u'cost']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'especially', u'regarding', u'implemented', u'measures']","[u'medicines', u'the', u'ensure', u'especially', u'intends', u'regarding', u'whether', u'given', u'implemented', u'cost']","[u'medicines', u'ensure', u'the', u'whether', u'regarding', u'intends', u'especially', u'given', u'cost', u'implemented']","[u'medicines', u'ensure', u'the', u'intends', u'especially', u'given', u'whether', u'implemented', u'cost', u'measures']","[u'medicines', u'intends', u'ensure', u'given', u'the', u'whether', u'especially', u'cost', u'implemented', u'including']","[u'medicines', u'ensure', u'intends', u'the', u'whether', u'especially', u'given', u'regarding', u'implemented', u'improve']","[u'medicines', u'ensure', u'the', u'whether', u'given', u'intends', u'especially', u'regarding', u'implemented', u'cost']","[u'medicines', u'ensure', u'the', u'whether', u'regarding', u'especially', u'intends', u'given', u'cost', u'implemented']"
"[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'especially', u'given', u'increase', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'especially', u'given', u'increase', u'plan']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'given', u'regarding', u'especially', u'plan', u'increase']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'whether', u'especially', u'increase', u'given', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'whether', u'especially', u'given', u'increase', u'plan']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'given', u'especially', u'plan', u'regarding', u'implemented']","[u'medicines', u'intends', u'ensure', u'the', u'given', u'whether', u'especially', u'plan', u'regarding', u'increase']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'given', u'especially', u'regarding', u'increase', u'implemented']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'given', u'especially', u'implemented', u'plan']","[u'medicines', u'the', u'ensure', u'regarding', u'intends', u'whether', u'especially', u'given', u'plan', u'measures']"
"[u'medicines', u'the', u'ensure', u'whether', u'intends', u'implemented', u'especially', u'regarding', u'measures', u'plan']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'implemented', u'especially', u'regarding', u'plan', u'involved']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'implemented', u'especially', u'plan', u'regarding', u'given']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'implemented', u'especially', u'regarding', u'involved', u'increase']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'implemented', u'especially', u'cost', u'plan']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'implemented', u'plan', u'especially', u'given', u'cost']","[u'medicines', u'intends', u'ensure', u'the', u'whether', u'given', u'especially', u'plan', u'implemented', u'involved']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'implemented', u'especially', u'given', u'regarding', u'plan']","[u'medicines', u'the', u'ensure', u'whether', u'implemented', u'intends', u'regarding', u'especially', u'plan', u'cost']","[u'medicines', u'the', u'ensure', u'whether', u'regarding', u'intends', u'implemented', u'especially', u'cost', u'measures']"
"[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'especially', u'given', u'measures', u'implemented']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'given', u'especially', u'regarding', u'involved', u'including']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'given', u'regarding', u'especially', u'improve', u'including']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'regarding', u'especially', u'involved', u'given', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'given', u'especially', u'involved', u'including']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'given', u'especially', u'plan', u'measures', u'involved']","[u'medicines', u'intends', u'the', u'ensure', u'given', u'whether', u'especially', u'including', u'involved', u'improve']","[u'medicines', u'intends', u'the', u'ensure', u'whether', u'given', u'especially', u'regarding', u'improve', u'including']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'given', u'regarding', u'especially', u'implemented', u'including']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'given', u'especially', u'measures', u'including']"
"[u'medicines', u'the', u'ensure', u'whether', u'intends', u'implemented', u'regarding', u'especially', u'given', u'measures']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'especially', u'implemented', u'regarding', u'given', u'plan']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'given', u'implemented', u'especially', u'plan']","[u'medicines', u'the', u'ensure', u'whether', u'regarding', u'intends', u'implemented', u'especially', u'cost', u'given']","[u'medicines', u'the', u'ensure', u'regarding', u'whether', u'intends', u'implemented', u'especially', u'given', u'cost']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'given', u'implemented', u'especially', u'plan', u'cost']","[u'medicines', u'the', u'intends', u'given', u'ensure', u'whether', u'especially', u'plan', u'implemented', u'including']","[u'medicines', u'the', u'whether', u'ensure', u'intends', u'implemented', u'given', u'especially', u'regarding', u'reduce']","[u'medicines', u'the', u'ensure', u'whether', u'implemented', u'regarding', u'intends', u'given', u'especially', u'plan']","[u'medicines', u'the', u'ensure', u'whether', u'regarding', u'implemented', u'intends', u'given', u'especially', u'cost']"
"[u'medicines', u'the', u'regarding', u'ensure', u'intends', u'whether', u'especially', u'given', u'measures', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'especially', u'given', u'plan', u'involved']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'given', u'regarding', u'especially', u'plan', u'improve']","[u'medicines', u'the', u'regarding', u'ensure', u'especially', u'intends', u'whether', u'given', u'involved', u'measures']","[u'medicines', u'the', u'regarding', u'ensure', u'whether', u'intends', u'given', u'especially', u'plans', u'involved']","[u'medicines', u'the', u'ensure', u'given', u'intends', u'whether', u'especially', u'regarding', u'plan', u'measures']","[u'medicines', u'given', u'intends', u'the', u'ensure', u'whether', u'especially', u'regarding', u'plan', u'improve']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'given', u'regarding', u'especially', u'improve', u'implemented']","[u'medicines', u'the', u'ensure', u'regarding', u'whether', u'given', u'intends', u'especially', u'implemented', u'plans']","[u'medicines', u'the', u'regarding', u'ensure', u'whether', u'given', u'intends', u'especially', u'plans', u'measures']"
"[u'medicines', u'ensure', u'the', u'intends', u'whether', u'implemented', u'increase', u'especially', u'given', u'regarding']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'especially', u'increase', u'implemented', u'given', u'including']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'increase', u'especially', u'including', u'implemented']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'especially', u'increase', u'implemented', u'regarding', u'given']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'regarding', u'given', u'increase', u'especially', u'including']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'implemented', u'especially', u'plan', u'including']","[u'medicines', u'ensure', u'intends', u'the', u'given', u'whether', u'including', u'especially', u'increase', u'implemented']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'implemented', u'especially', u'including', u'increase']","[u'medicines', u'ensure', u'the', u'intends', u'whether', u'implemented', u'given', u'including', u'increase', u'especially']","[u'medicines', u'ensure', u'the', u'whether', u'intends', u'implemented', u'regarding', u'given', u'increase', u'including']"
"[u'medicines', u'ensure', u'the', u'intends', u'whether', u'given', u'regarding', u'especially', u'implemented', u'increase']","[u'medicines', u'ensure', u'intends', u'the', u'given', u'whether', u'especially', u'regarding', u'cost', u'increase']","[u'medicines', u'ensure', u'intends', u'the', u'given', u'whether', u'especially', u'regarding', u'cost', u'improve']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'especially', u'whether', u'given', u'cost', u'involved']","[u'medicines', u'the', u'ensure', u'intends', u'regarding', u'given', u'whether', u'especially', u'cost', u'plans']","[u'medicines', u'ensure', u'the', u'intends', u'given', u'whether', u'especially', u'cost', u'regarding', u'plan']","[u'medicines', u'intends', u'given', u'ensure', u'the', u'whether', u'especially', u'regarding', u'cost', u'increase']","[u'medicines', u'ensure', u'intends', u'the', u'given', u'whether', u'especially', u'regarding', u'implemented', u'improve']","[u'medicines', u'ensure', u'the', u'intends', u'given', u'whether', u'regarding', u'especially', u'implemented', u'cost']","[u'medicines', u'ensure', u'the', u'intends', u'regarding', u'whether', u'given', u'plans', u'especially', u'cost']"
"[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'especially', u'implemented', u'given', u'measures']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'regarding', u'given', u'including', u'reduce']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'given', u'regarding', u'including', u'measures']","[u'medicines', u'the', u'ensure', u'regarding', u'especially', u'intends', u'whether', u'given', u'measures', u'implemented']","[u'medicines', u'the', u'regarding', u'ensure', u'whether', u'intends', u'especially', u'given', u'including', u'plans']","[u'medicines', u'the', u'ensure', u'intends', u'especially', u'whether', u'given', u'regarding', u'plan', u'implemented']","[u'medicines', u'the', u'intends', u'ensure', u'given', u'whether', u'especially', u'including', u'regarding', u'plan']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'especially', u'given', u'regarding', u'including', u'implemented']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'especially', u'given', u'implemented', u'including']","[u'medicines', u'the', u'ensure', u'regarding', u'whether', u'intends', u'especially', u'given', u'plans', u'including']"
"[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'regarding', u'implemented', u'given', u'improve']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'especially', u'regarding', u'given', u'implemented', u'plan']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'especially', u'given', u'regarding', u'plan', u'implemented']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'regarding', u'especially', u'implemented', u'given', u'involved']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'especially', u'given', u'implemented', u'particularly']","[u'medicines', u'the', u'ensure', u'intends', u'whether', u'especially', u'given', u'implemented', u'plan', u'regarding']","[u'medicines', u'intends', u'the', u'ensure', u'whether', u'given', u'especially', u'plan', u'implemented', u'improve']","[u'medicines', u'the', u'intends', u'ensure', u'whether', u'especially', u'given', u'implemented', u'regarding', u'improve']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'implemented', u'especially', u'regarding', u'given', u'cost']","[u'medicines', u'the', u'ensure', u'whether', u'intends', u'regarding', u'especially', u'implemented', u'given', u'plans']"
