"[u'expressway', u'besi', u'baja', u'hobi', u'biar', u'kawal', u'kuku', u'selagi', u'tani', u'gugat']","[u'daftar', u'buntar', u'imigresen', u'pergola', u'aras', u'konsultan', u'pasifik', u'langgar', u'2014', u'setem']","[u'damansara', u'menggerimander', u'putra', u'faktor', u'britain', u'dimanafaatkan', u'kidex', u'teluk', u'rasminya', u'automatik']","[u'up', u'statut', u'bolos', u'menara', u'papar', u'maksimum', u'utara', u'ctos', u'cheap', u'kapasiti']","[u'punggah', u'teraba', u'tagih', u'lalu', u'tunggal', u'obama', u'sudi', u'buloh', u'wee', u'web']","[u'impak', u'kidex', u'unhcr', u'semenanjung', u'24th', u'jimat', u'poyan', u'jpj', u'generasi', u'become']","[u'hospital', u'ic', u'silap', u'rm3235', u'sms', u'dar', u'jkr', u'poket', u'royal', u'iraq']","[u'business', u'dividen', u'es', u'blok', u'unified', u'koroner', u'sebar', u'tahfiz', u'asasi', u'republik']","[u'buloh', u'enhance', u'menteri', u'graduan', u'epf', u'ipts', u'masing', u'ranking', u'ecer', u'medamit']","[u'manipulasi', u'pangkin', u'timbang', u'terminal', u'jemput', u'status', u'ekang', u'src', u'kebal', u'kontinjen']","[u'gambar', u'lonjak', u'kuat', u'muda', u'keramat', u'kwsp', u'langsai', u'kontijen', u'peperiksaan', u'am']","[u'kakisan', u'rm20', u'any', u'runtuh', u'terang', u'kanak', u'pakai', u'tra', u'kaum', u'complaints']","[u'lee', u'hemodialisis', u'golak', u'terbit', u'rm39592', u'lawat', u'hujan', u'proviso', u'spnb', u'ranking']","[u'sempat', u'kenyataankenyataan', u'tv', u'ronda', u'kulasegaran', u'siapa', u'staus', u'integrity', u'maruah', u'great']","[u'pokok', u'plus', u'feri', u'seminar', u'gera', u'patut', u'muncul', u'tahak', u'lahir', u'gelak']","[u'sop', u'ukur', u'membanteras', u'bela', u'ali', u'siti', u'tenusu', u'mckinsey', u'committee', u'halus']","[u'rcep', u'jheoa', u'sikap', u'jatuh', u'sea', u'konservasi', u'belanjawan', u'arab', u'tech', u'moratorium']","[u'positif', u'1948', u'rm300', u'fasiliti', u'parang', u'askar', u'kabut', u'bayan', u'2011', u'pindah']","[u'mesra', u'kamar', u'misi', u'politeknik', u'banci', u'ketidakselesaan', u'azizulhasni', u'stabil', u'sms', u'kebaji']","[u'wajib', u'kafe', u'off', u'trans', u'koperal', u'imej', u'poca', u'wakaf', u'road', u'individu']"
"[u'senario', u'gengsterisme', u'gegala', u'sekolah', u'arak', u'liquor', u'sosial', u'murah', u'bumiputera', u'mati']","[u'senario', u'sekolah', u'arak', u'gegala', u'mati', u'agama', u'liquor', u'terap', u'wakil', u'gengsterisme']","[u'senario', u'arak', u'gegala', u'gengsterisme', u'sekolah', u'mati', u'minum', u'liquor', u'murah', u'titah']","[u'senario', u'sekolah', u'gengsterisme', u'gegala', u'mati', u'arak', u'agama', u'titah', u'terap', u'sosial']","[u'senario', u'arak', u'gengsterisme', u'sekolah', u'gegala', u'mati', u'terap', u'cheap', u'agama', u'murah']","[u'senario', u'gengsterisme', u'gegala', u'arak', u'sekolah', u'mati', u'sosial', u'agama', u'terap', u'liquor']","[u'senario', u'gegala', u'arak', u'sekolah', u'gengsterisme', u'mati', u'liquor', u'terap', u'agama', u'murah']","[u'senario', u'gegala', u'arak', u'sekolah', u'gengsterisme', u'liquor', u'mati', u'murah', u'sarawak', u'cheap']","[u'senario', u'arak', u'sekolah', u'gegala', u'mati', u'gengsterisme', u'liquor', u'agama', u'murah', u'wakil']","[u'senario', u'arak', u'gengsterisme', u'gegala', u'mati', u'liquor', u'sekolah', u'murah', u'sosial', u'cheap']","[u'senario', u'gegala', u'gengsterisme', u'sekolah', u'arak', u'agama', u'mati', u'murah', u'terap', u'liquor']","[u'senario', u'gegala', u'arak', u'gengsterisme', u'sekolah', u'mati', u'cheap', u'agama', u'liquor', u'terap']","[u'senario', u'gegala', u'sekolah', u'gengsterisme', u'arak', u'terap', u'mati', u'agama', u'sosial', u'liquor']","[u'senario', u'arak', u'gengsterisme', u'sekolah', u'mati', u'gegala', u'agama', u'minum', u'terap', u'liquor']","[u'senario', u'sekolah', u'gengsterisme', u'gegala', u'arak', u'mati', u'sosial', u'agama', u'murah', u'ajar']","[u'senario', u'gengsterisme', u'sekolah', u'gegala', u'arak', u'liquor', u'mati', u'murah', u'agama', u'minum']","[u'senario', u'sekolah', u'arak', u'gengsterisme', u'gegala', u'mati', u'agama', u'terap', u'sosial', u'ajar']","[u'senario', u'gegala', u'arak', u'gengsterisme', u'sekolah', u'mati', u'sosial', u'titah', u'agama', u'terap']","[u'senario', u'gegala', u'sekolah', u'arak', u'gengsterisme', u'agama', u'mati', u'titah', u'sosial', u'terap']","[u'senario', u'gengsterisme', u'arak', u'sekolah', u'gegala', u'mati', u'liquor', u'wakil', u'cheap', u'kwsp']"
"[u'senario', u'arak', u'ajar', u'kian', u'sabah', u'sekolah', u'tangan', u'mati', u'tetap', u'kaum']","[u'senario', u'arak', u'mati', u'forensik', u'ajar', u'kian', u'agama', u'sekolah', u'tangan', u'pakar']","[u'senario', u'arak', u'kian', u'mati', u'minum', u'ajar', u'sekolah', u'tangan', u'forensik', u'sabah']","[u'senario', u'arak', u'mati', u'kian', u'ajar', u'tangan', u'sekolah', u'tetap', u'sabah', u'kaum']","[u'senario', u'arak', u'mati', u'kian', u'ajar', u'tangan', u'sekolah', u'sabah', u'forensik', u'tetap']","[u'senario', u'arak', u'mati', u'ajar', u'kian', u'sekolah', u'sosial', u'kanak', u'tangan', u'minum']","[u'senario', u'arak', u'mati', u'ajar', u'sekolah', u'tangan', u'minum', u'sabah', u'tetap', u'kian']","[u'senario', u'arak', u'tangan', u'mati', u'ajar', u'kian', u'sabah', u'tetap', u'sekolah', u'sarawak']","[u'senario', u'arak', u'mati', u'ajar', u'sekolah', u'agama', u'kian', u'tangan', u'forensik', u'sabah']","[u'senario', u'arak', u'mati', u'kian', u'ajar', u'minum', u'tangan', u'sabah', u'pulih', u'sosial']","[u'senario', u'arak', u'mati', u'ajar', u'kian', u'sabah', u'agama', u'sekolah', u'tangan', u'tetap']","[u'senario', u'arak', u'mati', u'kian', u'ajar', u'sekolah', u'tangan', u'sabah', u'agama', u'tetap']","[u'senario', u'arak', u'ajar', u'kian', u'mati', u'tangan', u'sekolah', u'sabah', u'minum', u'tetap']","[u'senario', u'arak', u'mati', u'minum', u'ajar', u'kian', u'tangan', u'wajib', u'forensik', u'agama']","[u'senario', u'arak', u'ajar', u'mati', u'kian', u'tangan', u'sekolah', u'sabah', u'tetap', u'sosial']","[u'senario', u'arak', u'ajar', u'mati', u'tangan', u'kian', u'tetap', u'sekolah', u'minum', u'forensik']","[u'senario', u'arak', u'ajar', u'mati', u'kian', u'sekolah', u'tangan', u'minum', u'sabah', u'agama']","[u'senario', u'arak', u'mati', u'ajar', u'kian', u'tangan', u'sabah', u'minum', u'tetap', u'kanak']","[u'senario', u'arak', u'ajar', u'tangan', u'mati', u'tetap', u'kian', u'sekolah', u'sabah', u'agama']","[u'senario', u'arak', u'mati', u'kian', u'forensik', u'ajar', u'tangan', u'sekolah', u'minum', u'sabah']"
"[u'senario', u'tetap', u'sabah', u'sekolah', u'ajar', u'agama', u'sarawak', u'belanja', u'laksana', u'islam']","[u'senario', u'tetap', u'agama', u'sabah', u'sekolah', u'ajar', u'arak', u'belanja', u'laksana', u'islam']","[u'senario', u'tetap', u'sabah', u'sekolah', u'ajar', u'arak', u'sarawak', u'agama', u'belanja', u'laksana']","[u'senario', u'tetap', u'sabah', u'sekolah', u'ajar', u'sarawak', u'agama', u'belanja', u'laksana', u'islam']","[u'senario', u'tetap', u'sabah', u'sekolah', u'ajar', u'agama', u'arak', u'sarawak', u'laksana', u'belanja']","[u'senario', u'tetap', u'sekolah', u'sabah', u'agama', u'ajar', u'belanja', u'arak', u'islam', u'laksana']","[u'senario', u'tetap', u'sekolah', u'sabah', u'ajar', u'belanja', u'agama', u'sarawak', u'arak', u'laksana']","[u'senario', u'tetap', u'sabah', u'belanja', u'sarawak', u'sekolah', u'ajar', u'laksana', u'arak', u'agama']","[u'senario', u'tetap', u'ajar', u'sekolah', u'agama', u'sabah', u'laksana', u'sarawak', u'belanja', u'islam']","[u'senario', u'tetap', u'sabah', u'arak', u'laksana', u'ajar', u'sarawak', u'agama', u'sekolah', u'belanja']","[u'senario', u'tetap', u'sabah', u'agama', u'ajar', u'sekolah', u'sarawak', u'belanja', u'laksana', u'islam']","[u'senario', u'tetap', u'sabah', u'sekolah', u'agama', u'arak', u'ajar', u'sarawak', u'laksana', u'islam']","[u'senario', u'tetap', u'sabah', u'sekolah', u'ajar', u'agama', u'belanja', u'arak', u'sarawak', u'laksana']","[u'senario', u'tetap', u'ajar', u'sabah', u'agama', u'arak', u'sekolah', u'sarawak', u'islam', u'belanja']","[u'senario', u'tetap', u'ajar', u'sabah', u'sekolah', u'agama', u'sarawak', u'laksana', u'islam', u'belanja']","[u'senario', u'tetap', u'sabah', u'sekolah', u'ajar', u'agama', u'belanja', u'laksana', u'sarawak', u'islam']","[u'senario', u'tetap', u'sabah', u'ajar', u'sekolah', u'agama', u'sarawak', u'arak', u'belanja', u'laksana']","[u'senario', u'tetap', u'sabah', u'arak', u'ajar', u'sarawak', u'belanja', u'agama', u'sekolah', u'laksana']","[u'senario', u'tetap', u'sabah', u'ajar', u'sekolah', u'agama', u'sarawak', u'islam', u'laksana', u'libat']","[u'senario', u'tetap', u'sabah', u'sekolah', u'ajar', u'arak', u'agama', u'belanja', u'sarawak', u'kwsp']"
"[u'senario', u'sekolah', u'sabah', u'sarawak', u'ajar', u'tetap', u'nilai', u'arak', u'wajib', u'agama']","[u'senario', u'arak', u'sekolah', u'agama', u'kenal', u'sabah', u'wajib', u'nilai', u'tangan', u'tahan']","[u'senario', u'arak', u'sekolah', u'wajib', u'sabah', u'leluasa', u'sarawak', u'nilai', u'ajar', u'kanak']","[u'senario', u'sekolah', u'sabah', u'tetap', u'sarawak', u'arak', u'agama', u'tahan', u'nilai', u'tangan']","[u'senario', u'arak', u'sekolah', u'sabah', u'wajib', u'agama', u'nilai', u'sarawak', u'ajar', u'bekal']","[u'senario', u'arak', u'sekolah', u'sabah', u'nilai', u'agama', u'leluasa', u'wajib', u'kanak', u'sosial']","[u'senario', u'sekolah', u'arak', u'sabah', u'nilai', u'sarawak', u'tetap', u'agama', u'ajar', u'wajib']","[u'senario', u'arak', u'sekolah', u'sabah', u'sarawak', u'tetap', u'belanja', u'kenal', u'wajib', u'nilai']","[u'senario', u'sekolah', u'arak', u'agama', u'nilai', u'sabah', u'ajar', u'kenal', u'sarawak', u'tahan']","[u'senario', u'arak', u'leluasa', u'sabah', u'wajib', u'sekolah', u'sarawak', u'nilai', u'pulih', u'laksana']","[u'senario', u'sekolah', u'agama', u'sabah', u'arak', u'nilai', u'sarawak', u'tetap', u'ajar', u'kenal']","[u'senario', u'arak', u'sekolah', u'sabah', u'wajib', u'leluasa', u'agama', u'sarawak', u'tetap', u'nilai']","[u'senario', u'sekolah', u'arak', u'sabah', u'agama', u'tetap', u'nilai', u'tangan', u'bekal', u'ajar']","[u'senario', u'arak', u'wajib', u'sekolah', u'agama', u'sabah', u'tetap', u'ajar', u'sarawak', u'nilai']","[u'senario', u'sekolah', u'sabah', u'ajar', u'arak', u'kenal', u'tetap', u'agama', u'wajib', u'sarawak']","[u'senario', u'arak', u'sekolah', u'wajib', u'nilai', u'agama', u'tetap', u'sabah', u'timbang', u'sarawak']","[u'senario', u'arak', u'sekolah', u'sabah', u'nilai', u'sarawak', u'agama', u'ajar', u'tetap', u'kenal']","[u'senario', u'arak', u'sekolah', u'sabah', u'sarawak', u'agama', u'tahan', u'tetap', u'kanak', u'nilai']","[u'senario', u'sekolah', u'arak', u'wajib', u'sabah', u'tetap', u'tangan', u'sarawak', u'agama', u'nilai']","[u'senario', u'arak', u'sekolah', u'wajib', u'sabah', u'agama', u'tetap', u'leluasa', u'sarawak', u'nilai']"
"[u'senario', u'ajar', u'sekolah', u'sabah', u'tangan', u'laksana', u'islam', u'agama', u'tetap', u'gst']","[u'senario', u'ajar', u'sekolah', u'agama', u'tangan', u'laksana', u'islam', u'kenal', u'arak', u'sabah']","[u'senario', u'ajar', u'sekolah', u'tangan', u'laksana', u'islam', u'arak', u'sabah', u'agama', u'tetap']","[u'senario', u'ajar', u'tangan', u'sekolah', u'laksana', u'islam', u'sabah', u'tetap', u'agama', u'sarawak']","[u'senario', u'ajar', u'sekolah', u'laksana', u'tangan', u'islam', u'sabah', u'agama', u'arak', u'tetap']","[u'senario', u'sekolah', u'ajar', u'islam', u'laksana', u'agama', u'tangan', u'sabah', u'arak', u'gst']","[u'senario', u'ajar', u'sekolah', u'tangan', u'laksana', u'sabah', u'islam', u'agama', u'tetap', u'bahasa']","[u'senario', u'ajar', u'sekolah', u'laksana', u'tangan', u'sabah', u'tetap', u'gst', u'arak', u'kenal']","[u'senario', u'ajar', u'sekolah', u'laksana', u'agama', u'tangan', u'islam', u'sabah', u'kenal', u'gst']","[u'senario', u'arak', u'laksana', u'ajar', u'sabah', u'tangan', u'sekolah', u'gst', u'islam', u'agama']","[u'senario', u'ajar', u'sekolah', u'agama', u'laksana', u'sabah', u'tangan', u'islam', u'tetap', u'sarawak']","[u'senario', u'sekolah', u'ajar', u'arak', u'laksana', u'tangan', u'agama', u'islam', u'sabah', u'tetap']","[u'senario', u'ajar', u'sekolah', u'tangan', u'agama', u'sabah', u'laksana', u'islam', u'tetap', u'kenal']","[u'senario', u'ajar', u'agama', u'sekolah', u'tangan', u'islam', u'laksana', u'arak', u'sabah', u'tetap']","[u'senario', u'ajar', u'sekolah', u'tangan', u'laksana', u'islam', u'sabah', u'agama', u'tetap', u'kenal']","[u'senario', u'ajar', u'sekolah', u'tangan', u'laksana', u'agama', u'islam', u'tetap', u'arak', u'sabah']","[u'senario', u'ajar', u'sekolah', u'tangan', u'sabah', u'laksana', u'islam', u'agama', u'kenal', u'arak']","[u'senario', u'ajar', u'arak', u'sekolah', u'tangan', u'laksana', u'islam', u'sabah', u'agama', u'tetap']","[u'senario', u'ajar', u'tangan', u'sekolah', u'islam', u'laksana', u'sabah', u'tetap', u'agama', u'sarawak']","[u'senario', u'sekolah', u'ajar', u'tangan', u'islam', u'laksana', u'sabah', u'agama', u'arak', u'tetap']"
"[u'senario', u'sabah', u'sekolah', u'laksana', u'ajar', u'sarawak', u'kaum', u'tangan', u'tetap', u'agama']","[u'senario', u'sabah', u'sekolah', u'laksana', u'agama', u'ajar', u'kaum', u'tangan', u'tetap', u'diri']","[u'senario', u'sabah', u'sekolah', u'laksana', u'ajar', u'wakil', u'arak', u'jenayah', u'diri', u'sarawak']","[u'senario', u'sabah', u'sekolah', u'laksana', u'jenayah', u'ajar', u'tetap', u'agama', u'tangan', u'kaum']","[u'senario', u'sabah', u'sekolah', u'laksana', u'ajar', u'wakil', u'sarawak', u'jenayah', u'agama', u'kaum']","[u'senario', u'sabah', u'sekolah', u'laksana', u'arak', u'ajar', u'agama', u'jenayah', u'sarawak', u'hospital']","[u'senario', u'sabah', u'sekolah', u'laksana', u'ajar', u'sarawak', u'tangan', u'agama', u'hospital', u'kaum']","[u'senario', u'sabah', u'laksana', u'sekolah', u'sarawak', u'ajar', u'tetap', u'bayar', u'wujud', u'belanja']","[u'senario', u'sabah', u'laksana', u'sekolah', u'ajar', u'agama', u'kaum', u'jenayah', u'sarawak', u'wujud']","[u'senario', u'sabah', u'laksana', u'arak', u'sekolah', u'ajar', u'sarawak', u'wujud', u'kaum', u'hospital']","[u'senario', u'sabah', u'sekolah', u'laksana', u'ajar', u'agama', u'wakil', u'jenayah', u'sarawak', u'tetap']","[u'senario', u'sabah', u'sekolah', u'laksana', u'arak', u'jenayah', u'ajar', u'agama', u'diri', u'sarawak']","[u'senario', u'sabah', u'sekolah', u'laksana', u'ajar', u'agama', u'tangan', u'tetap', u'jenayah', u'hospital']","[u'senario', u'sabah', u'sekolah', u'laksana', u'ajar', u'agama', u'arak', u'jenayah', u'tetap', u'sarawak']","[u'senario', u'sabah', u'sekolah', u'ajar', u'laksana', u'kaum', u'agama', u'tetap', u'sarawak', u'tangan']","[u'senario', u'sabah', u'sekolah', u'laksana', u'ajar', u'agama', u'kaum', u'arak', u'tetap', u'tangan']","[u'senario', u'sabah', u'sekolah', u'ajar', u'laksana', u'agama', u'tangan', u'sarawak', u'arak', u'jenayah']","[u'senario', u'sabah', u'laksana', u'sekolah', u'arak', u'ajar', u'sarawak', u'jenayah', u'agama', u'tangan']","[u'senario', u'sabah', u'sekolah', u'laksana', u'ajar', u'tangan', u'sarawak', u'tetap', u'jenayah', u'agama']","[u'senario', u'sabah', u'sekolah', u'laksana', u'wakil', u'ajar', u'arak', u'agama', u'jenayah', u'sarawak']"
"[u'senario', u'sabah', u'sekolah', u'tetap', u'ajar', u'libat', u'bekal', u'laksana', u'tangan', u'arak']","[u'senario', u'sabah', u'sekolah', u'tetap', u'arak', u'bekal', u'libat', u'laksana', u'tangan', u'agama']","[u'senario', u'sabah', u'arak', u'sekolah', u'tetap', u'libat', u'bekal', u'ajar', u'laksana', u'tangan']","[u'senario', u'sabah', u'tetap', u'sekolah', u'bekal', u'libat', u'laksana', u'tangan', u'arak', u'ajar']","[u'senario', u'sabah', u'sekolah', u'bekal', u'tetap', u'libat', u'arak', u'laksana', u'ajar', u'lulus']","[u'senario', u'sabah', u'arak', u'sekolah', u'tetap', u'libat', u'laksana', u'bekal', u'ajar', u'bayar']","[u'senario', u'sabah', u'sekolah', u'tetap', u'ajar', u'libat', u'arak', u'laksana', u'lulus', u'tangan']","[u'senario', u'sabah', u'tetap', u'arak', u'bekal', u'sekolah', u'libat', u'laksana', u'bayar', u'lulus']","[u'senario', u'sabah', u'sekolah', u'tetap', u'laksana', u'bekal', u'libat', u'arak', u'ajar', u'tangan']","[u'senario', u'arak', u'sabah', u'laksana', u'sekolah', u'libat', u'bekal', u'tetap', u'ajar', u'murah']","[u'senario', u'sabah', u'tetap', u'sekolah', u'bekal', u'arak', u'libat', u'laksana', u'ajar', u'agama']","[u'senario', u'sabah', u'arak', u'sekolah', u'tetap', u'libat', u'laksana', u'bekal', u'tangan', u'ajar']","[u'senario', u'sabah', u'sekolah', u'bekal', u'tetap', u'arak', u'ajar', u'tangan', u'libat', u'laksana']","[u'senario', u'sabah', u'arak', u'tetap', u'libat', u'sekolah', u'ajar', u'laksana', u'lulus', u'bekal']","[u'senario', u'sabah', u'tetap', u'sekolah', u'arak', u'ajar', u'bekal', u'laksana', u'tangan', u'libat']","[u'senario', u'sabah', u'arak', u'tetap', u'sekolah', u'bekal', u'laksana', u'tangan', u'ajar', u'timbang']","[u'senario', u'sabah', u'arak', u'tetap', u'sekolah', u'bekal', u'ajar', u'tangan', u'laksana', u'libat']","[u'senario', u'arak', u'sabah', u'tetap', u'libat', u'sekolah', u'bekal', u'laksana', u'senarai', u'ajar']","[u'senario', u'sabah', u'tetap', u'sekolah', u'libat', u'bekal', u'tangan', u'arak', u'ajar', u'laksana']","[u'senario', u'sabah', u'arak', u'sekolah', u'tetap', u'bekal', u'ajar', u'laksana', u'tangan', u'libat']"
"[u'senario', u'ajar', u'sekolah', u'tangan', u'tetap', u'agama', u'arak', u'1mdb', u'sabah', u'islam']","[u'senario', u'agama', u'tangan', u'tetap', u'ajar', u'arak', u'sekolah', u'islam', u'laksana', u'kaum']","[u'senario', u'arak', u'sekolah', u'ajar', u'tangan', u'agama', u'tetap', u'islam', u'jenayah', u'laksana']","[u'senario', u'tetap', u'tangan', u'ajar', u'agama', u'sekolah', u'arak', u'jenayah', u'islam', u'laksana']","[u'senario', u'ajar', u'arak', u'sekolah', u'tangan', u'tetap', u'agama', u'laksana', u'sabah', u'rungut']","[u'senario', u'arak', u'agama', u'sekolah', u'ajar', u'tangan', u'tetap', u'islam', u'jenayah', u'laksana']","[u'senario', u'ajar', u'sekolah', u'tangan', u'agama', u'tetap', u'arak', u'laksana', u'1mdb', u'sabah']","[u'senario', u'arak', u'tetap', u'tangan', u'sekolah', u'ajar', u'agama', u'1mdb', u'laksana', u'sabah']","[u'senario', u'sekolah', u'ajar', u'agama', u'tangan', u'arak', u'tetap', u'laksana', u'kaum', u'jenayah']","[u'senario', u'arak', u'tangan', u'agama', u'ajar', u'laksana', u'minum', u'sekolah', u'tetap', u'timbang']","[u'senario', u'agama', u'tetap', u'ajar', u'sekolah', u'tangan', u'arak', u'sabah', u'laksana', u'jenayah']","[u'senario', u'arak', u'agama', u'sekolah', u'tangan', u'tetap', u'ajar', u'jenayah', u'laksana', u'kesan']","[u'senario', u'tangan', u'sekolah', u'agama', u'ajar', u'tetap', u'arak', u'sabah', u'laksana', u'islam']","[u'senario', u'agama', u'arak', u'ajar', u'tetap', u'tangan', u'sekolah', u'minum', u'laksana', u'jenayah']","[u'senario', u'ajar', u'tetap', u'agama', u'arak', u'sekolah', u'tangan', u'kaum', u'sosial', u'laksana']","[u'senario', u'arak', u'agama', u'tetap', u'tangan', u'sekolah', u'ajar', u'timbang', u'minum', u'kaum']","[u'senario', u'arak', u'tangan', u'ajar', u'tetap', u'agama', u'sekolah', u'1mdb', u'sabah', u'laksana']","[u'senario', u'arak', u'ajar', u'agama', u'sekolah', u'tetap', u'tangan', u'minum', u'hal', u'1mdb']","[u'senario', u'tangan', u'tetap', u'sekolah', u'ajar', u'agama', u'arak', u'jenayah', u'laksana', u'islam']","[u'senario', u'arak', u'agama', u'sekolah', u'ajar', u'tangan', u'tetap', u'islam', u'kaum', u'minum']"
"[u'senario', u'sekolah', u'sabah', u'tetap', u'sarawak', u'ajar', u'tangan', u'laksana', u'kesan', u'agama']","[u'senario', u'sekolah', u'agama', u'tetap', u'tangan', u'laksana', u'ajar', u'kesan', u'sabah', u'tuju']","[u'senario', u'sekolah', u'sabah', u'ajar', u'laksana', u'sarawak', u'tangan', u'kesan', u'tetap', u'banjir']","[u'senario', u'sekolah', u'tetap', u'laksana', u'sabah', u'sarawak', u'tangan', u'kesan', u'ajar', u'libat']","[u'senario', u'sekolah', u'sabah', u'sarawak', u'laksana', u'ajar', u'tetap', u'tangan', u'libat', u'kesan']","[u'senario', u'sekolah', u'sabah', u'laksana', u'sarawak', u'agama', u'tuju', u'ajar', u'kesan', u'tangan']","[u'senario', u'sekolah', u'laksana', u'tetap', u'sabah', u'sarawak', u'tangan', u'ajar', u'agama', u'kesan']","[u'senario', u'sekolah', u'tetap', u'sabah', u'laksana', u'sarawak', u'kesan', u'tangan', u'tuju', u'hidup']","[u'senario', u'sekolah', u'laksana', u'ajar', u'sabah', u'agama', u'sarawak', u'tangan', u'tetap', u'kesan']","[u'senario', u'laksana', u'sekolah', u'sabah', u'sarawak', u'kesan', u'hidup', u'tangan', u'agama', u'arak']","[u'senario', u'sekolah', u'sabah', u'tetap', u'sarawak', u'agama', u'laksana', u'ajar', u'tangan', u'mati']","[u'senario', u'sekolah', u'sabah', u'laksana', u'kesan', u'sarawak', u'tetap', u'agama', u'tangan', u'ajar']","[u'senario', u'sekolah', u'sabah', u'tetap', u'laksana', u'ajar', u'tangan', u'sarawak', u'agama', u'banjir']","[u'senario', u'sekolah', u'tetap', u'laksana', u'sabah', u'agama', u'tangan', u'ajar', u'sarawak', u'mati']","[u'senario', u'sekolah', u'tetap', u'laksana', u'sabah', u'ajar', u'tangan', u'kesan', u'sarawak', u'mati']","[u'senario', u'sekolah', u'tetap', u'agama', u'laksana', u'sabah', u'tangan', u'sarawak', u'ajar', u'kesan']","[u'senario', u'sekolah', u'sabah', u'tetap', u'tangan', u'laksana', u'ajar', u'sarawak', u'agama', u'kesan']","[u'senario', u'sekolah', u'sabah', u'sarawak', u'laksana', u'tetap', u'kesan', u'ajar', u'senarai', u'kaji']","[u'senario', u'sekolah', u'tetap', u'tangan', u'laksana', u'sabah', u'sarawak', u'ajar', u'libat', u'kesan']","[u'senario', u'sekolah', u'sabah', u'laksana', u'ajar', u'tetap', u'tangan', u'agama', u'sarawak', u'kesan']"
"[u'senario', u'sabah', u'tetap', u'ajar', u'sarawak', u'sekolah', u'laksana', u'siasat', u'tangan', u'hidup']","[u'senario', u'tetap', u'ajar', u'laksana', u'sabah', u'sekolah', u'siasat', u'sarawak', u'islam', u'agama']","[u'senario', u'sabah', u'ajar', u'sekolah', u'tetap', u'laksana', u'sarawak', u'siasat', u'islam', u'hidup']","[u'senario', u'tetap', u'sabah', u'sarawak', u'laksana', u'ajar', u'sekolah', u'tangan', u'siasat', u'libat']","[u'senario', u'sabah', u'ajar', u'tetap', u'sarawak', u'laksana', u'sekolah', u'libat', u'siasat', u'islam']","[u'senario', u'sabah', u'sarawak', u'ajar', u'tetap', u'laksana', u'sekolah', u'tuju', u'islam', u'libat']","[u'senario', u'sabah', u'ajar', u'tetap', u'sarawak', u'laksana', u'sekolah', u'siasat', u'libat', u'hidup']","[u'senario', u'sabah', u'tetap', u'sarawak', u'laksana', u'ajar', u'hidup', u'sekolah', u'tuju', u'libat']","[u'senario', u'sabah', u'laksana', u'ajar', u'sekolah', u'sarawak', u'tetap', u'kaum', u'hidup', u'libat']","[u'senario', u'sabah', u'laksana', u'sarawak', u'ajar', u'tetap', u'hidup', u'sekolah', u'siasat', u'kaum']","[u'senario', u'sabah', u'tetap', u'sarawak', u'ajar', u'laksana', u'sekolah', u'siasat', u'agama', u'kaum']","[u'senario', u'sabah', u'tetap', u'sarawak', u'laksana', u'ajar', u'sekolah', u'siasat', u'kesan', u'libat']","[u'senario', u'sabah', u'ajar', u'tetap', u'sekolah', u'laksana', u'sarawak', u'hidup', u'siasat', u'tangan']","[u'senario', u'tetap', u'sabah', u'ajar', u'laksana', u'sarawak', u'siasat', u'libat', u'sekolah', u'tangan']","[u'senario', u'sabah', u'tetap', u'ajar', u'laksana', u'sarawak', u'sekolah', u'siasat', u'kaum', u'hidup']","[u'senario', u'tetap', u'sabah', u'laksana', u'ajar', u'sarawak', u'sekolah', u'siasat', u'kaum', u'agama']","[u'senario', u'sabah', u'tetap', u'ajar', u'sarawak', u'laksana', u'sekolah', u'hidup', u'siasat', u'tangan']","[u'senario', u'sabah', u'sarawak', u'tetap', u'ajar', u'laksana', u'siasat', u'sekolah', u'libat', u'kesan']","[u'senario', u'tetap', u'sabah', u'ajar', u'laksana', u'sarawak', u'sekolah', u'libat', u'tangan', u'islam']","[u'senario', u'ajar', u'sabah', u'tetap', u'sekolah', u'laksana', u'sarawak', u'islam', u'siasat', u'kaum']"
